<img src='/images/snake/tiny_cards/Reciclador.PNG' />;<img src='/images/snake/cards/Reciclador.PNG' />;Reciclador;Rara;0; -;Las cartas seleccionadas con reciclaje podrán volver a ser utilizadas hoy.;Las cartas seleccionadas junto a esta podrán volver a ser utilizadas en el mismo día por segunda vez.;
<img src='/images/snake/tiny_cards/Mostaza.PNG' />;<img src='/images/snake/cards/Mostaza.PNG' />;Mostaza;Rara;2; -;El score de cada fruta es aumentado en 200 puntos por escudo activo.;El puntaje de cada fruta es aumentado en 200 puntos por cada escudo formado que tengas.;
<img src='/images/snake/tiny_cards/R.Vitaminc.PNG' />;<img src='/images/snake/cards/R.Vitaminc.PNG' />;R.Vitaminc;Rara;1;;;;
<img src='/images/snake/tiny_cards/Pasa.PNG' />;<img src='/images/snake/cards/Pasa.PNG' />;Pasa;Rara;-1; -;Acelera la velocidad de digestión.;Acelera la velocidad de digestión.;
<img src='/images/snake/tiny_cards/Jabon.PNG' />;<img src='/images/snake/cards/Jabon.PNG' />;Jabon;Rara;1;5;Paraliza por un instante para duplicar los puntos de las frutas comidas.;;
<img src='/images/snake/tiny_cards/Toro.PNG' />;<img src='/images/snake/cards/Toro.PNG' />;Toro;Rara;2; -;Los puntos de las frutas son duplicados. Todas las frutas rojas son negativas.;"Los puntos de las frutas son duplicados. Todas las frutas con descripción ""roja"" darán puntos negativos. ¿qué pasa con frutas ya negativas?";
<img src='/images/snake/tiny_cards/Galaxia.PNG' />;<img src='/images/snake/cards/Galaxia.PNG' />;Galaxia;Rara;1; -;Tuerce el espacio y el tiempo en la arena.;Las frutas y bonus se mueven en la arena. Al accionar la carta, el cronómetro vuelve a 00:00.;
<img src='/images/snake/tiny_cards/A. Negro.PNG' />;<img src='/images/snake/cards/A. Negro.PNG' />;A. Negro;Rara;1;14; Transporta la cola de tu serpiente a otra dimensión.;;
<img src='/images/snake/tiny_cards/As picas.PNG' />;<img src='/images/snake/cards/As picas.PNG' />;As picas;Rara;1; -;Por cada carta volteada, la cantidad mínima de frutas aumenta.;;
<img src='/images/snake/tiny_cards/Martillo.PNG' />;<img src='/images/snake/cards/Martillo.PNG' />;Martillo;Rara;4; -;Hace explotar el 75% de tu cola, pero el muro de la derecha se acerca.;;
<img src='/images/snake/tiny_cards/Cemento.PNG' />;<img src='/images/snake/cards/Cemento.PNG' />;Cemento;Rara;2; -;Aumenta tu frutibarra en 50% y se vacía automáticamente.;Aumenta tu frutibarra en 50% y se vacía automáticamente.;
<img src='/images/snake/tiny_cards/Calcetin.PNG' />;<img src='/images/snake/cards/Calcetin.PNG' />;Calcetin;Rara;1; -;Tu velocidad disminuye en 15%, tu score final también.;Tu velocidad y puntaje final disminuyen en un 15%.;
<img src='/images/snake/tiny_cards/Virus.PNG' />;<img src='/images/snake/cards/Virus.PNG' />;Virus;Rara;1; -;Las frutas del color de la última fruta desaparecida dejan de desaparecer.;Las frutas en cuya descripición tienen el mismo color de la descripción de la última fruta desaparecida dejan de desaparecer.;
<img src='/images/snake/tiny_cards/Bandera.PNG' />;<img src='/images/snake/cards/Bandera.PNG' />;Bandera;Rara;1; - ;Si duplicas tu score actual, ganas la misma cantidad.;;
<img src='/images/snake/tiny_cards/Alma.PNG' />;<img src='/images/snake/cards/Alma.PNG' />;Alma;Rara;2; -;Con su uso, todas las frutas desaparecidas aparecen. Las calorías se reducen a cero.;;
<img src='/images/snake/tiny_cards/OGM.PNG' />;<img src='/images/snake/cards/OGM.PNG' />;OGM;Rara;2; -;Los puntos de las frutas se duplican, sus vitaminas se dividen en 2.;Los puntos de las frutas se duplican, pero se obtiene la mitad de vitaminas, llenando más lentamente la frutibarra.;;
